il;ilce;hayvan;buyukbas_kucukbas_kanatli_diger;hayvan_sayisi_adet;atik_miktari_ton;enerji_esdegeri_tep_yil
Erzincan;Otlukbeli;EÞEK;Büyükbaþ Hayvan;30;82,1;0,3
Erzincan;Refahiye;EÞEK;Büyükbaþ Hayvan;8;46286;0,1
Erzincan;Tercan;EÞEK;Büyükbaþ Hayvan;103;282;0,9
Erzincan;Üzümlü;EÞEK;Büyükbaþ Hayvan;73;199,8;0,6
Erzincan;Ýliç;KATIR;Büyükbaþ Hayvan;19;83,2;0,4
Erzincan;Kemah;KATIR;Büyükbaþ Hayvan;16;70,1;0,3
Erzincan;Kemaliye;KATIR;Büyükbaþ Hayvan;4;46159;0,1
Erzincan;Merkez;KATIR;Büyükbaþ Hayvan;18;78,8;0,3
Erzincan;Tercan;KATIR;Büyükbaþ Hayvan;42;184;0,8
Erzincan;Üzümlü;KATIR;Büyükbaþ Hayvan;22;96,4;0,4
Erzincan;Çayýrlý;MANDA;Büyükbaþ Hayvan;18;131,4;1
Erzincan;Merkez;MANDA;Büyükbaþ Hayvan;884;6453,2;48,4
Erzincan;Refahiye;MANDA;Büyükbaþ Hayvan;1;46088;0,1
Erzincan;Tercan;MANDA;Büyükbaþ Hayvan;248;1810,4;46186
Erzincan;Üzümlü;MANDA;Büyükbaþ Hayvan;268;1956,4;46217
Erzincan;Çayýrlý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5228;47705,5;383,1
Erzincan;Ýliç;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;340;3102,5;46289
Erzincan;Kemah;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1683;15357,4;123,3
Erzincan;Kemaliye;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;706;6442,3;51,7
Erzincan;Merkez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;25404;231811,5;1861,5
Erzincan;Otlukbeli;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2300;20987,5;168,5
Erzincan;Refahiye;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2972;27119,5;217,8
Erzincan;Tercan;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;15127;138033,9;1108,4
Erzincan;Üzümlü;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4758;43416,8;348,6
Erzincan;Çayýrlý;SIÐIR (MELEZ);Büyükbaþ Hayvan;6305;41423,9;266,1
Erzincan;Ýliç;SIÐIR (MELEZ);Büyükbaþ Hayvan;1361;8941,8;57,4
Erzincan;Kemah;SIÐIR (MELEZ);Büyükbaþ Hayvan;866;5689,6;36,6
Erzincan;Kemaliye;SIÐIR (MELEZ);Büyükbaþ Hayvan;788;5177,2;33,3
Erzincan;Merkez;SIÐIR (MELEZ);Büyükbaþ Hayvan;15167;99647,2;640,2
Erzincan;Otlukbeli;SIÐIR (MELEZ);Büyükbaþ Hayvan;3392;22285,4;143,2
Erzincan;Refahiye;SIÐIR (MELEZ);Büyükbaþ Hayvan;7956;52270,9;335,8
Erzincan;Tercan;SIÐIR (MELEZ);Büyükbaþ Hayvan;9694;63689,6;409,2
Erzincan;Üzümlü;SIÐIR (MELEZ);Büyükbaþ Hayvan;3858;25347,1;162,8
Erzincan;Çayýrlý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;515;2819,6;46037
Erzincan;Ýliç;SIÐIR (YERLÝ);Büyükbaþ Hayvan;169;925,3;5
Erzincan;Kemah;SIÐIR (YERLÝ);Büyükbaþ Hayvan;28;153,3;0,8
Erzincan;Kemaliye;SIÐIR (YERLÝ);Büyükbaþ Hayvan;35;191,6;1
Erzincan;Merkez;SIÐIR (YERLÝ);Büyükbaþ Hayvan;589;3224,8;46098
Erzincan;Otlukbeli;SIÐIR (YERLÝ);Büyükbaþ Hayvan;13;71,2;0,4
Erzincan;Refahiye;SIÐIR (YERLÝ);Büyükbaþ Hayvan;359;1965,5;46152
Erzincan;Tercan;SIÐIR (YERLÝ);Büyükbaþ Hayvan;3782;20706,5;110,9
Erzincan;Üzümlü;SIÐIR (YERLÝ);Büyükbaþ Hayvan;101;553;3
Erzincan;Çayýrlý;KEÇÝ (KIL);Küçükbaþ Hayvan;2684;1959,3;46025
Erzincan;Ýliç;KEÇÝ (KIL);Küçükbaþ Hayvan;9019;6583,9;46183
Erzincan;Kemah;KEÇÝ (KIL);Küçükbaþ Hayvan;5440;3971,2;46118
Erzincan;Kemaliye;KEÇÝ (KIL);Küçükbaþ Hayvan;17428;12722,4;46132
Erzincan;Merkez;KEÇÝ (KIL);Küçükbaþ Hayvan;2869;2094,4;46115
Erzincan;Otlukbeli;KEÇÝ (KIL);Küçükbaþ Hayvan;504;367,9;0,6
Erzincan;Refahiye;KEÇÝ (KIL);Küçükbaþ Hayvan;1173;856,3;46113
Erzincan;Tercan;KEÇÝ (KIL);Küçükbaþ Hayvan;5636;4114,3;46179
Erzincan;Üzümlü;KEÇÝ (KIL);Küçükbaþ Hayvan;1545;1127,9;46235
Erzincan;Çayýrlý;KOYUN (MERÝNOS);Küçükbaþ Hayvan;125;136,9;0,3
Erzincan;Kemaliye;KOYUN (MERÝNOS);Küçükbaþ Hayvan;13;46067;0
Erzincan;Refahiye;KOYUN (MERÝNOS);Küçükbaþ Hayvan;155;169,7;0,4
Erzincan;Tercan;KOYUN (MERÝNOS);Küçükbaþ Hayvan;179;196;0,5
Erzincan;Çayýrlý;KOYUN (YERLÝ);Küçükbaþ Hayvan;26216;28706,5;69,2
Erzincan;Ýliç;KOYUN (YERLÝ);Küçükbaþ Hayvan;37456;41014,3;98,8
Erzincan;Kemah;KOYUN (YERLÝ);Küçükbaþ Hayvan;52314;57283,8;138
Erzincan;Kemaliye;KOYUN (YERLÝ);Küçükbaþ Hayvan;19182;21004,3;50,6
Erzincan;Merkez;KOYUN (YERLÝ);Küçükbaþ Hayvan;105114;115099,8;277,3
Erzincan;Otlukbeli;KOYUN (YERLÝ);Küçükbaþ Hayvan;4539;4970,2;12
Erzincan;Refahiye;KOYUN (YERLÝ);Küçükbaþ Hayvan;5555;6082,7;46217
Erzincan;Tercan;KOYUN (YERLÝ);Küçükbaþ Hayvan;95538;104614,1;252
Erzincan;Üzümlü;KOYUN (YERLÝ);Küçükbaþ Hayvan;41773;45741,4;110,2
Erzincan;Çayýrlý;ET TAVUÐU;Küçükbaþ Hayvan;0;0;0
Erzincan;Ýliç;ET TAVUÐU;Küçükbaþ Hayvan;0;0;0
Erzincan;Kemah;ET TAVUÐU;Küçükbaþ Hayvan;0;0;0
Erzincan;Kemaliye;ET TAVUÐU;Küçükbaþ Hayvan;0;0;0
Erzincan;Merkez;ET TAVUÐU;Küçükbaþ Hayvan;526102;14204,8;3551,8
Erzincan;Otlukbeli;ET TAVUÐU;Küçükbaþ Hayvan;0;0;0
Erzincan;Refahiye;ET TAVUÐU;Küçükbaþ Hayvan;0;0;0
Erzincan;Tercan;ET TAVUÐU;Küçükbaþ Hayvan;55000;1485;371,3
Erzincan;Üzümlü;ET TAVUÐU;Küçükbaþ Hayvan;162850;4397;1099,4
Erzincan;Çayýrlý;HÝNDÝ;Küçükbaþ Hayvan;400;15;46237
Erzincan;Ýliç;HÝNDÝ;Küçükbaþ Hayvan;40;46143;0,4
Erzincan;Kemah;HÝNDÝ;Küçükbaþ Hayvan;200;46149;46266
Erzincan;Kemaliye;HÝNDÝ;Küçükbaþ Hayvan;0;0;0
Erzincan;Merkez;HÝNDÝ;Küçükbaþ Hayvan;725;46080;46240
Erzincan;Otlukbeli;HÝNDÝ;Küçükbaþ Hayvan;80;3;0,8
Erzincan;Refahiye;HÝNDÝ;Küçükbaþ Hayvan;59;46055;0,6
Erzincan;Tercan;HÝNDÝ;Küçükbaþ Hayvan;1150;43,1;46244
Erzincan;Üzümlü;HÝNDÝ;Küçükbaþ Hayvan;110;46026;1
Erzincan;Çayýrlý;KAZ;Küçükbaþ Hayvan;950;44,5;46033
Erzincan;Ýliç;KAZ;Küçükbaþ Hayvan;0;0;0
Erzincan;Kemah;KAZ;Küçükbaþ Hayvan;30;46113;0,4
Erzincan;Kemaliye;KAZ;Küçükbaþ Hayvan;0;0;0
Erzincan;Merkez;KAZ;Küçükbaþ Hayvan;178;46089;46024
Erzincan;Otlukbeli;KAZ;Küçükbaþ Hayvan;0;0;0
Erzincan;Refahiye;KAZ;Küçükbaþ Hayvan;55;46175;0,6
Erzincan;Tercan;KAZ;Küçükbaþ Hayvan;15300;716;179
Erzincan;Üzümlü;KAZ;Küçükbaþ Hayvan;130;46028;46143
Erzincan;Çayýrlý;ÖRDEK;Küçükbaþ Hayvan;150;7;46235
Erzincan;Ýliç;ÖRDEK;Küçükbaþ Hayvan;10;0,5;0,1
Erzincan;Kemah;ÖRDEK;Küçükbaþ Hayvan;85;4;1
Erzincan;Kemaliye;ÖRDEK;Küçükbaþ Hayvan;0;0;0
Erzincan;Merkez;ÖRDEK;Küçükbaþ Hayvan;352;46158;46026
Erzincan;Otlukbeli;ÖRDEK;Küçükbaþ Hayvan;0;0;0
Erzincan;Refahiye;ÖRDEK;Küçükbaþ Hayvan;35;46174;0,4
Erzincan;Tercan;ÖRDEK;Küçükbaþ Hayvan;810;37,9;46151
Erzincan;Üzümlü;ÖRDEK;Küçükbaþ Hayvan;80;46206;0,9
Erzincan;Çayýrlý;YUMURTA TAVUÐU;Küçükbaþ Hayvan;3250;177,9;44,5
Erzincan;Ýliç;YUMURTA TAVUÐU;Küçükbaþ Hayvan;2550;139,6;34,9
Erzincan;Kemah;YUMURTA TAVUÐU;Küçükbaþ Hayvan;2180;119,4;46263
Erzincan;Kemaliye;YUMURTA TAVUÐU;Küçükbaþ Hayvan;200;11;46205
Erzincan;Merkez;YUMURTA TAVUÐU;Küçükbaþ Hayvan;339021;18561,4;4641,2
Erzincan;Otlukbeli;YUMURTA TAVUÐU;Küçükbaþ Hayvan;2600;142,4;35,6
Erzincan;Refahiye;YUMURTA TAVUÐU;Küçükbaþ Hayvan;2750;150,6;37,6
Erzincan;Tercan;YUMURTA TAVUÐU;Küçükbaþ Hayvan;6000;328,5;82,1
Erzincan;Üzümlü;YUMURTA TAVUÐU;Küçükbaþ Hayvan;2750;150,6;37,6
Erzurum;Aþkale;AT;Büyükbaþ Hayvan;241;1319,5;46029
Erzurum;Aziziye(Ilýca);AT;Büyükbaþ Hayvan;195;1067,6;46208
Erzurum;Çat;AT;Büyükbaþ Hayvan;423;2315,9;46124
Erzurum;Hýnýs;AT;Büyükbaþ Hayvan;159;870,5;46207
Erzurum;Horasan;AT;Büyükbaþ Hayvan;182;996,5;46086
Erzurum;Ýspir;AT;Büyükbaþ Hayvan;746;4084,4;46286
Erzurum;Karaçoban;AT;Büyükbaþ Hayvan;188;1029,3;46147
Erzurum;Karayazý;AT;Büyükbaþ Hayvan;320;1752;46121
Erzurum;Köprüköy;AT;Büyükbaþ Hayvan;288;1576,8;46120
Erzurum;Narman;AT;Büyükbaþ Hayvan;129;706,3;46237
Erzurum;Oltu;AT;Büyükbaþ Hayvan;294;1609,7;46181
Erzurum;Olur;AT;Büyükbaþ Hayvan;143;782,9;46057
Erzurum;Palandöken;AT;Büyükbaþ Hayvan;105;574,9;46025
Erzurum;Pasinler;AT;Büyükbaþ Hayvan;193;1056,7;46208
Erzurum;Pazaryolu;AT;Büyükbaþ Hayvan;98;536,6;46267
Erzurum;Þenkaya;AT;Büyükbaþ Hayvan;1088;5956,8;31,9
Erzurum;Tekman;AT;Büyükbaþ Hayvan;427;2337,8;46154
Erzurum;Tortum;AT;Büyükbaþ Hayvan;417;2283,1;46065
Erzurum;Uzundere;AT;Büyükbaþ Hayvan;32;175,2;0,9
Erzurum;Yakutiye;AT;Büyükbaþ Hayvan;383;2096,9;46064
Erzurum;Aþkale;EÞEK;Büyükbaþ Hayvan;138;377,8;46054
Erzurum;Aziziye(Ilýca);EÞEK;Büyükbaþ Hayvan;160;438;46113
Erzurum;Çat;EÞEK;Büyükbaþ Hayvan;234;640,6;46024
Erzurum;Hýnýs;EÞEK;Büyükbaþ Hayvan;205;561,2;46235
Erzurum;Horasan;EÞEK;Büyükbaþ Hayvan;264;722,7;46083
Erzurum;Ýspir;EÞEK;Büyükbaþ Hayvan;179;490;46174
Erzurum;Karaçoban;EÞEK;Büyükbaþ Hayvan;119;325,8;1
Erzurum;Karayazý;EÞEK;Büyükbaþ Hayvan;243;665,2;46024
Erzurum;Köprüköy;EÞEK;Büyükbaþ Hayvan;201;550,2;46235
Erzurum;Narman;EÞEK;Büyükbaþ Hayvan;48;131,4;0,4
Erzurum;Oltu;EÞEK;Büyükbaþ Hayvan;380;1040,3;46084
Erzurum;Olur;EÞEK;Büyükbaþ Hayvan;50;136,9;0,4
Erzurum;Palandöken;EÞEK;Büyükbaþ Hayvan;41;112,2;0,4
Erzurum;Pasinler;EÞEK;Büyükbaþ Hayvan;193;528,3;46204
Erzurum;Pazaryolu;EÞEK;Büyükbaþ Hayvan;117;320,3;1
Erzurum;Þenkaya;EÞEK;Büyükbaþ Hayvan;1026;2808,7;9
Erzurum;Tekman;EÞEK;Büyükbaþ Hayvan;466;1275,7;46026
Erzurum;Tortum;EÞEK;Büyükbaþ Hayvan;138;377,8;46054
Erzurum;Uzundere;EÞEK;Büyükbaþ Hayvan;145;396,9;46082
Erzurum;Yakutiye;EÞEK;Büyükbaþ Hayvan;84;230;0,7
Erzurum;Aþkale;KATIR;Büyükbaþ Hayvan;6;46107;0,1
Erzurum;Hýnýs;KATIR;Büyükbaþ Hayvan;30;131,4;0,6
Erzurum;Ýspir;KATIR;Büyükbaþ Hayvan;39;170,8;0,7
Erzurum;Köprüköy;KATIR;Büyükbaþ Hayvan;11;48,2;0,2
Erzurum;Narman;KATIR;Büyükbaþ Hayvan;2;46242;0
Erzurum;Oltu;KATIR;Büyükbaþ Hayvan;3;46035;0,1
Erzurum;Olur;KATIR;Büyükbaþ Hayvan;17;74,5;0,3
Erzurum;Pazaryolu;KATIR;Büyükbaþ Hayvan;6;46107;0,1
Erzurum;Tortum;KATIR;Büyükbaþ Hayvan;17;74,5;0,3
Erzurum;Aþkale;MANDA;Büyükbaþ Hayvan;29;211,7;46174
Erzurum;Aziziye(Ilýca);MANDA;Büyükbaþ Hayvan;380;2774;46254
Erzurum;Çat;MANDA;Büyükbaþ Hayvan;31;226,3;46204
Erzurum;Hýnýs;MANDA;Büyükbaþ Hayvan;129;941,7;46029
Erzurum;Karaçoban;MANDA;Büyükbaþ Hayvan;211;1540,3;46153
Erzurum;Karayazý;MANDA;Büyükbaþ Hayvan;9;65,7;0,5
Erzurum;Köprüköy;MANDA;Büyükbaþ Hayvan;4;29,2;0,2
Erzurum;Narman;MANDA;Büyükbaþ Hayvan;8;58,4;0,4
Erzurum;Oltu;MANDA;Büyükbaþ Hayvan;35;255,5;46266
Erzurum;Olur;MANDA;Büyükbaþ Hayvan;9;65,7;0,5
Erzurum;Palandöken;MANDA;Büyükbaþ Hayvan;423;3087,9;46045
Erzurum;Pasinler;MANDA;Büyükbaþ Hayvan;234;1708,2;46246
Erzurum;Þenkaya;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Erzurum;Tekman;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Erzurum;Tortum;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Erzurum;Yakutiye;MANDA;Büyükbaþ Hayvan;368;2686,4;46042
Erzurum;Aþkale;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;13552;123662;993
Erzurum;Aziziye(Ilýca);SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;9839;89780,9;721
Erzurum;Çat;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;10686;97509,8;783
Erzurum;Hýnýs;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5401;49284,1;395,8
Erzurum;Horasan;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;6989;63774,6;512,1
Erzurum;Ýspir;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4134;37722,8;302,9
Erzurum;Karaçoban;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5890;53746,3;431,6
Erzurum;Karayazý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;8045;73410,6;589,5
Erzurum;Köprüköy;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;6586;60097,3;482,6
Erzurum;Narman;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;7679;70070,9;562,7
Erzurum;Oltu;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2466;22502,3;180,7
Erzurum;Olur;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2034;18560,3;149
Erzurum;Palandöken;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4497;41035,1;329,5
Erzurum;Pasinler;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;21873;199591,1;1602,8
Erzurum;Pazaryolu;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1182;10785,8;86,6
Erzurum;Þenkaya;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;10587;96606,4;775,8
Erzurum;Tekman;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;8581;78301,6;628,8
Erzurum;Tortum;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5624;51319;412,1
Erzurum;Uzundere;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;417;3805,1;46203
Erzurum;Yakutiye;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;7289;66512,1;534,1
Erzurum;Aþkale;SIÐIR (MELEZ);Büyükbaþ Hayvan;20070;131859,9;847,1
Erzurum;Aziziye(Ilýca);SIÐIR (MELEZ);Büyükbaþ Hayvan;35952;236204,6;1517,4
Erzurum;Çat;SIÐIR (MELEZ);Büyükbaþ Hayvan;35786;235114;1510,4
Erzurum;Hýnýs;SIÐIR (MELEZ);Büyükbaþ Hayvan;32931;216356,7;1389,9
Erzurum;Horasan;SIÐIR (MELEZ);Büyükbaþ Hayvan;50639;332698,2;2137,3
Erzurum;Ýspir;SIÐIR (MELEZ);Büyükbaþ Hayvan;16763;110132,9;707,5
Erzurum;Karaçoban;SIÐIR (MELEZ);Büyükbaþ Hayvan;33150;217795,5;1399,2
Erzurum;Karayazý;SIÐIR (MELEZ);Büyükbaþ Hayvan;48680;319827,6;2054,6
Erzurum;Köprüköy;SIÐIR (MELEZ);Büyükbaþ Hayvan;29382;193039,7;1240,1
Erzurum;Narman;SIÐIR (MELEZ);Büyükbaþ Hayvan;26704;175445,3;1127,1
Erzurum;Oltu;SIÐIR (MELEZ);Büyükbaþ Hayvan;20025;131564,3;845,2
Erzurum;Olur;SIÐIR (MELEZ);Büyükbaþ Hayvan;12955;85114,4;546,8
Erzurum;Palandöken;SIÐIR (MELEZ);Büyükbaþ Hayvan;17017;111801,7;718,2
Erzurum;Pasinler;SIÐIR (MELEZ);Büyükbaþ Hayvan;41815;274724,6;1764,9
Erzurum;Pazaryolu;SIÐIR (MELEZ);Büyükbaþ Hayvan;3438;22587,7;145,1
Erzurum;Þenkaya;SIÐIR (MELEZ);Büyükbaþ Hayvan;43989;289007,7;1856,6
Erzurum;Tekman;SIÐIR (MELEZ);Büyükbaþ Hayvan;52246;343256,2;2205,1
Erzurum;Tortum;SIÐIR (MELEZ);Büyükbaþ Hayvan;29813;195871,4;1258,3
Erzurum;Uzundere;SIÐIR (MELEZ);Büyükbaþ Hayvan;2142;14072,9;90,4
Erzurum;Yakutiye;SIÐIR (MELEZ);Büyükbaþ Hayvan;32042;210515,9;1352,4
Erzurum;Aþkale;SIÐIR (YERLÝ);Büyükbaþ Hayvan;442;2420;13
Erzurum;Aziziye(Ilýca);SIÐIR (YERLÝ);Büyükbaþ Hayvan;1087;5951,3;31,9
Erzurum;Çat;SIÐIR (YERLÝ);Büyükbaþ Hayvan;410;2244,8;12
Erzurum;Hýnýs;SIÐIR (YERLÝ);Büyükbaþ Hayvan;3397;18598,6;99,6
Erzurum;Horasan;SIÐIR (YERLÝ);Büyükbaþ Hayvan;6939;37991;203,4
Erzurum;Ýspir;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1003;5491,4;46141
Erzurum;Karaçoban;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1555;8513,6;45,6
Erzurum;Karayazý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;5966;32663,9;174,9
Erzurum;Köprüköy;SIÐIR (YERLÝ);Büyükbaþ Hayvan;7196;39398,1;210,9
Erzurum;Narman;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1924;10533,9;56,4
Erzurum;Oltu;SIÐIR (YERLÝ);Büyükbaþ Hayvan;955;5228,6;28
Erzurum;Olur;SIÐIR (YERLÝ);Büyükbaþ Hayvan;486;2660,9;46067
Erzurum;Palandöken;SIÐIR (YERLÝ);Büyükbaþ Hayvan;944;5168,4;46230
Erzurum;Pasinler;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1445;7911,4;42,4
Erzurum;Pazaryolu;SIÐIR (YERLÝ);Büyükbaþ Hayvan;291;1593,2;46150
Erzurum;Þenkaya;SIÐIR (YERLÝ);Büyükbaþ Hayvan;29;158,8;0,9
Erzurum;Tekman;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1596;8738,1;46,8
Erzurum;Tortum;SIÐIR (YERLÝ);Büyükbaþ Hayvan;113;618,7;46084
Erzurum;Uzundere;SIÐIR (YERLÝ);Büyükbaþ Hayvan;97;531,1;46236
Erzurum;Yakutiye;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2347;12849,8;68,8
Erzurum;Aþkale;KEÇÝ (KIL);Küçükbaþ Hayvan;2033;1484,1;46114
Erzurum;Aziziye(Ilýca);KEÇÝ (KIL);Küçükbaþ Hayvan;982;716,9;46054
Erzurum;Çat;KEÇÝ (KIL);Küçükbaþ Hayvan;7514;5485,2;46242
Erzurum;Hýnýs;KEÇÝ (KIL);Küçükbaþ Hayvan;19230;14037,9;46164
Erzurum;Horasan;KEÇÝ (KIL);Küçükbaþ Hayvan;2259;1649,1;46175
Erzurum;Ýspir;KEÇÝ (KIL);Küçükbaþ Hayvan;3930;2868,9;46177
Erzurum;Karaçoban;KEÇÝ (KIL);Küçükbaþ Hayvan;7210;5263,3;46150
Erzurum;Karayazý;KEÇÝ (KIL);Küçükbaþ Hayvan;12002;8761,5;46036
Erzurum;Köprüköy;KEÇÝ (KIL);Küçükbaþ Hayvan;1533;1119,1;46235
Erzurum;Narman;KEÇÝ (KIL);Küçükbaþ Hayvan;822;600,1;1
Erzurum;Oltu;KEÇÝ (KIL);Küçükbaþ Hayvan;4633;3382,1;46117
Erzurum;Olur;KEÇÝ (KIL);Küçükbaþ Hayvan;1445;1054,9;46204
Erzurum;Palandöken;KEÇÝ (KIL);Küçükbaþ Hayvan;505;368,7;0,6
Erzurum;Pasinler;KEÇÝ (KIL);Küçükbaþ Hayvan;4752;3469;46178
Erzurum;Pazaryolu;KEÇÝ (KIL);Küçükbaþ Hayvan;109;79,6;0,1
Erzurum;Þenkaya;KEÇÝ (KIL);Küçükbaþ Hayvan;5155;3763,2;6
Erzurum;Tekman;KEÇÝ (KIL);Küçükbaþ Hayvan;11035;8055,6;46277
Erzurum;Tortum;KEÇÝ (KIL);Küçükbaþ Hayvan;1698;1239,5;2
Erzurum;Uzundere;KEÇÝ (KIL);Küçükbaþ Hayvan;8672;6330,6;46063
Erzurum;Yakutiye;KEÇÝ (KIL);Küçükbaþ Hayvan;1498;1093,5;46235
Erzurum;Aþkale;KOYUN (YERLÝ);Küçükbaþ Hayvan;13972;15299,3;36,9
Erzurum;Aziziye(Ilýca);KOYUN (YERLÝ);Küçükbaþ Hayvan;10687;11702,3;46081
Erzurum;Çat;KOYUN (YERLÝ);Küçükbaþ Hayvan;54763;59965,5;144,5
Erzurum;Hýnýs;KOYUN (YERLÝ);Küçükbaþ Hayvan;78829;86317,8;207,9
Erzurum;Horasan;KOYUN (YERLÝ);Küçükbaþ Hayvan;25477;27897,3;67,2
Erzurum;Ýspir;KOYUN (YERLÝ);Küçükbaþ Hayvan;7104;7778,9;46221
Erzurum;Karaçoban;KOYUN (YERLÝ);Küçükbaþ Hayvan;51480;56370,6;135,8
Erzurum;Karayazý;KOYUN (YERLÝ);Küçükbaþ Hayvan;64400;70518;169,9
Erzurum;Köprüköy;KOYUN (YERLÝ);Küçükbaþ Hayvan;21170;23181,2;55,8
Erzurum;Narman;KOYUN (YERLÝ);Küçükbaþ Hayvan;3385;3706,6;46273
Erzurum;Oltu;KOYUN (YERLÝ);Küçükbaþ Hayvan;17370;19020,2;45,8
Erzurum;Olur;KOYUN (YERLÝ);Küçükbaþ Hayvan;7891;8640,6;46254
Erzurum;Palandöken;KOYUN (YERLÝ);Küçükbaþ Hayvan;9861;10797,8;26
Erzurum;Pasinler;KOYUN (YERLÝ);Küçükbaþ Hayvan;42160;46165,2;111,2
Erzurum;Pazaryolu;KOYUN (YERLÝ);Küçükbaþ Hayvan;5956;6521,8;46218
Erzurum;Þenkaya;KOYUN (YERLÝ);Küçükbaþ Hayvan;35147;38486;92,7
Erzurum;Tekman;KOYUN (YERLÝ);Küçükbaþ Hayvan;161964;177350,6;427,3
Erzurum;Tortum;KOYUN (YERLÝ);Küçükbaþ Hayvan;15548;17025,1;41
Erzurum;Uzundere;KOYUN (YERLÝ);Küçükbaþ Hayvan;5442;5959;46126
Erzurum;Yakutiye;KOYUN (YERLÝ);Küçükbaþ Hayvan;17110;18735,5;45,1
Erzurum;Aþkale;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Aziziye(Ilýca);ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Çat;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Hýnýs;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Horasan;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Ýspir;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Karaçoban;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Karayazý;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Köprüköy;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Narman;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Oltu;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Olur;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Palandöken;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Pasinler;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Pazaryolu;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Þenkaya;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Tekman;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Tortum;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Uzundere;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Yakutiye;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Erzurum;Aþkale;HÝNDÝ;Kanatlý Hayvan;465;46129;46116
Erzurum;Aziziye(Ilýca);HÝNDÝ;Kanatlý Hayvan;745;46292;7
Erzurum;Çat;HÝNDÝ;Kanatlý Hayvan;460;46098;46085
Erzurum;Hýnýs;HÝNDÝ;Kanatlý Hayvan;820;46264;46210
Erzurum;Horasan;HÝNDÝ;Kanatlý Hayvan;1447;54,3;46186
Erzurum;Ýspir;HÝNDÝ;Kanatlý Hayvan;56;46024;0,5
Erzurum;Karaçoban;HÝNDÝ;Kanatlý Hayvan;2000;75;46252
Erzurum;Karayazý;HÝNDÝ;Kanatlý Hayvan;1592;59,7;46279
