il;ilce;hayvan;buyukbas_kucukbas_kanatli_diger;hayvan_sayisi_adet;atik_miktari_ton;enerji_esdegeri_tep_yil
Uþak;Merkez;AT;Büyükbaþ Hayvan;250;1368,8;46088
Uþak;Sivaslý;AT;Büyükbaþ Hayvan;44;240,9;46082
Uþak;Ulubey;AT;Büyükbaþ Hayvan;15;82,1;0,4
Uþak;Banaz;EÞEK;Büyükbaþ Hayvan;290;793,9;46175
Uþak;Eþme;EÞEK;Büyükbaþ Hayvan;220;602,3;46266
Uþak;Karahallý;EÞEK;Büyükbaþ Hayvan;57;156;0,5
Uþak;Merkez;EÞEK;Büyükbaþ Hayvan;90;246,4;0,8
Uþak;Sivaslý;EÞEK;Büyükbaþ Hayvan;275;752,8;46114
Uþak;Ulubey;EÞEK;Büyükbaþ Hayvan;50;136,9;0,4
Uþak;Banaz;KATIR;Büyükbaþ Hayvan;75;328,5;46113
Uþak;Sivaslý;KATIR;Büyükbaþ Hayvan;7;46233;0,1
Uþak;Ulubey;MANDA;Büyükbaþ Hayvan;3;46286;0,2
Uþak;Banaz;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;20663;188549,9;1514,1
Uþak;Eþme;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;19132;174579,5;1401,9
Uþak;Karahallý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1412;12884,5;103,5
Uþak;Merkez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;36527;333308,9;2676,6
Uþak;Sivaslý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;6320;57670;463,1
Uþak;Ulubey;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;14604;133261,5;1070,1
Uþak;Banaz;SIÐIR (MELEZ);Büyükbaþ Hayvan;3271;21490,5;138,1
Uþak;Eþme;SIÐIR (MELEZ);Büyükbaþ Hayvan;8506;55884,4;359
Uþak;Karahallý;SIÐIR (MELEZ);Büyükbaþ Hayvan;573;3764,6;46077
Uþak;Merkez;SIÐIR (MELEZ);Büyükbaþ Hayvan;5516;36240,1;232,8
Uþak;Sivaslý;SIÐIR (MELEZ);Büyükbaþ Hayvan;8690;57093,3;366,8
Uþak;Ulubey;SIÐIR (MELEZ);Büyükbaþ Hayvan;3647;23960,8;153,9
Uþak;Banaz;SIÐIR (YERLÝ);Büyükbaþ Hayvan;16;87,6;0,5
Uþak;Eþme;SIÐIR (YERLÝ);Büyükbaþ Hayvan;965;5283,4;46109
Uþak;Merkez;SIÐIR (YERLÝ);Büyükbaþ Hayvan;8;43,8;0,2
Uþak;Sivaslý;SIÐIR (YERLÝ);Büyükbaþ Hayvan;790;4325,3;46076
Uþak;Banaz;KEÇÝ (KIL);Küçükbaþ Hayvan;4000;2920;46207
Uþak;Eþme;KEÇÝ (KIL);Küçükbaþ Hayvan;3100;2263;46176
Uþak;Karahallý;KEÇÝ (KIL);Küçükbaþ Hayvan;1500;1095;46235
Uþak;Merkez;KEÇÝ (KIL);Küçükbaþ Hayvan;16210;11833,3;19
Uþak;Sivaslý;KEÇÝ (KIL);Küçükbaþ Hayvan;13010;9497,3;46096
Uþak;Ulubey;KEÇÝ (KIL);Küçükbaþ Hayvan;11497;8392,8;46155
Uþak;Karahallý;KOYUN (MERÝNOS);Küçükbaþ Hayvan;150;164,3;0,4
Uþak;Banaz;KOYUN (YERLÝ);Küçükbaþ Hayvan;28000;30660;73,9
Uþak;Eþme;KOYUN (YERLÝ);Küçükbaþ Hayvan;118770;130053,2;313,3
Uþak;Karahallý;KOYUN (YERLÝ);Küçükbaþ Hayvan;11500;12592,5;46111
Uþak;Merkez;KOYUN (YERLÝ);Küçükbaþ Hayvan;78685;86160,1;207,6
Uþak;Sivaslý;KOYUN (YERLÝ);Küçükbaþ Hayvan;37010;40526;97,6
Uþak;Ulubey;KOYUN (YERLÝ);Küçükbaþ Hayvan;34753;38054,5;91,7
Uþak;Banaz;ET TAVUÐU;Kanatlý Hayvan;119000;3213;803,4
Uþak;Eþme;ET TAVUÐU;Kanatlý Hayvan;6883286;185848,7;46470,5
Uþak;Karahallý;ET TAVUÐU;Kanatlý Hayvan;30500;823,5;205,9
Uþak;Merkez;ET TAVUÐU;Kanatlý Hayvan;1975368;53334,9;13336,1
Uþak;Sivaslý;ET TAVUÐU;Kanatlý Hayvan;973700;26289,9;6573,7
Uþak;Ulubey;ET TAVUÐU;Kanatlý Hayvan;432400;11674,8;2919,2
Uþak;Banaz;HÝNDÝ;Kanatlý Hayvan;2400;90;46164
Uþak;Eþme;HÝNDÝ;Kanatlý Hayvan;220;46089;46024
Uþak;Karahallý;HÝNDÝ;Kanatlý Hayvan;220;46089;46024
Uþak;Merkez;HÝNDÝ;Kanatlý Hayvan;1500;56,3;46036
Uþak;Sivaslý;HÝNDÝ;Kanatlý Hayvan;725;46080;46240
Uþak;Ulubey;HÝNDÝ;Kanatlý Hayvan;650;46136;46028
Uþak;Banaz;KAZ;Kanatlý Hayvan;2750;128,7;32,2
Uþak;Eþme;KAZ;Kanatlý Hayvan;110;46027;46082
Uþak;Karahallý;KAZ;Kanatlý Hayvan;210;46243;46144
Uþak;Merkez;KAZ;Kanatlý Hayvan;5000;234;58,5
Uþak;Sivaslý;KAZ;Kanatlý Hayvan;530;46258;46059
Uþak;Ulubey;KAZ;Kanatlý Hayvan;250;46214;46267
Uþak;Banaz;ÖRDEK;Kanatlý Hayvan;350;46128;46026
Uþak;Eþme;ÖRDEK;Kanatlý Hayvan;900;42,1;46152
Uþak;Karahallý;ÖRDEK;Kanatlý Hayvan;235;11;46205
Uþak;Merkez;ÖRDEK;Kanatlý Hayvan;1500;70,2;46190
Uþak;Sivaslý;ÖRDEK;Kanatlý Hayvan;250;46214;46267
Uþak;Ulubey;ÖRDEK;Kanatlý Hayvan;200;46121;46083
Uþak;Banaz;YUMURTA TAVUÐU;Kanatlý Hayvan;12500;684,4;171,1
Uþak;Eþme;YUMURTA TAVUÐU;Kanatlý Hayvan;218000;11935,5;2984,4
Uþak;Karahallý;YUMURTA TAVUÐU;Kanatlý Hayvan;30000;1642,5;410,7
Uþak;Merkez;YUMURTA TAVUÐU;Kanatlý Hayvan;69246;3791,2;948
Uþak;Sivaslý;YUMURTA TAVUÐU;Kanatlý Hayvan;10400;569,4;142,4
Uþak;Ulubey;YUMURTA TAVUÐU;Kanatlý Hayvan;9600;525,6;131,4
Van;Bahçesaray;AT;Büyükbaþ Hayvan;52;284,7;46143
Van;Baþkale;AT;Büyükbaþ Hayvan;383;2096,9;46064
Van;Çaldýran;AT;Büyükbaþ Hayvan;500;2737,5;46217
Van;Çatak;AT;Büyükbaþ Hayvan;300;1642,5;46242
Van;Edremit;AT;Büyükbaþ Hayvan;7;38,3;0,2
Van;Erciþ;AT;Büyükbaþ Hayvan;880;4818;46259
Van;Gevaþ;AT;Büyükbaþ Hayvan;80;438;46083
Van;Gürpýnar;AT;Büyükbaþ Hayvan;98;536,6;46267
Van;Ýpekyolu;AT;Büyükbaþ Hayvan;10;54,8;0,3
Van;Muradiye;AT;Büyükbaþ Hayvan;97;531,1;46236
Van;Özalp;AT;Büyükbaþ Hayvan;350;1916,3;46091
Van;Saray;AT;Büyükbaþ Hayvan;230;1259,3;46209
Van;Tuþba;AT;Büyükbaþ Hayvan;202;1106;46270
Van;Baþkale;DEVE;Büyükbaþ Hayvan;60;613,2;46269
Van;Bahçesaray;EÞEK;Büyükbaþ Hayvan;61;167;0,5
Van;Baþkale;EÞEK;Büyükbaþ Hayvan;615;1683,6;46117
Van;Çaldýran;EÞEK;Büyükbaþ Hayvan;185;506,4;46174
Van;Çatak;EÞEK;Büyükbaþ Hayvan;300;821,3;46175
Van;Edremit;EÞEK;Büyükbaþ Hayvan;16;43,8;0,1
Van;Erciþ;EÞEK;Büyükbaþ Hayvan;391;1070,4;46115
Van;Gevaþ;EÞEK;Büyükbaþ Hayvan;49;134,1;0,4
Van;Gürpýnar;EÞEK;Büyükbaþ Hayvan;112;306,6;1
Van;Ýpekyolu;EÞEK;Büyükbaþ Hayvan;22;60,2;0,2
Van;Muradiye;EÞEK;Büyükbaþ Hayvan;187;511,9;46174
Van;Özalp;EÞEK;Büyükbaþ Hayvan;200;547,5;46235
Van;Saray;EÞEK;Büyükbaþ Hayvan;195;533,8;46204
Van;Tuþba;EÞEK;Büyükbaþ Hayvan;119;325,8;1
Van;Bahçesaray;KATIR;Büyükbaþ Hayvan;234;1024,9;46116
Van;Baþkale;KATIR;Büyükbaþ Hayvan;236;1033,7;46116
Van;Çatak;KATIR;Büyükbaþ Hayvan;320;1401,6;6
Van;Erciþ;KATIR;Büyükbaþ Hayvan;33;144,5;0,6
Van;Muradiye;KATIR;Büyükbaþ Hayvan;9;39,4;0,2
Van;Bahçesaray;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Van;Baþkale;MANDA;Büyükbaþ Hayvan;140;1022;46210
Van;Çaldýran;MANDA;Büyükbaþ Hayvan;272;1985,6;46279
Van;Çatak;MANDA;Büyükbaþ Hayvan;4;29,2;0,2
Van;Edremit;MANDA;Büyükbaþ Hayvan;55;401,5;3
Van;Erciþ;MANDA;Büyükbaþ Hayvan;165;1204,5;9
Van;Gürpýnar;MANDA;Büyükbaþ Hayvan;5;36,5;0,3
Van;Ýpekyolu;MANDA;Büyükbaþ Hayvan;142;1036,6;46241
Van;Saray;MANDA;Büyükbaþ Hayvan;2;46187;0,1
Van;Tuþba;MANDA;Büyükbaþ Hayvan;118;861,4;46148
Van;Bahçesaray;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;192;1752;46036
Van;Baþkale;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4715;43024,4;345,5
Van;Çaldýran;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1134;10347,8;83,1
Van;Çatak;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;483;4407,4;35,4
Van;Edremit;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2972;27119,5;217,8
Van;Erciþ;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;12200;111325;894
Van;Gevaþ;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1440;13140;105,5
Van;Gürpýnar;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1466;13377,3;107,4
Van;Ýpekyolu;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1570;14326,3;115
Van;Muradiye;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4720;43070;345,9
Van;Özalp;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2785;25413,1;204,1
Van;Saray;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;30;273,8;46055
Van;Tuþba;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;9690;88421,3;710
Van;Bahçesaray;SIÐIR (MELEZ);Büyükbaþ Hayvan;3199;21017,4;135
Van;Baþkale;SIÐIR (MELEZ);Büyükbaþ Hayvan;5850;38434,5;246,9
Van;Çaldýran;SIÐIR (MELEZ);Büyükbaþ Hayvan;3522;23139,5;148,7
Van;Çatak;SIÐIR (MELEZ);Büyükbaþ Hayvan;1300;8541;54,9
Van;Edremit;SIÐIR (MELEZ);Büyükbaþ Hayvan;7010;46055,7;295,9
Van;Erciþ;SIÐIR (MELEZ);Büyükbaþ Hayvan;21020;138101,4;887,2
Van;Gevaþ;SIÐIR (MELEZ);Büyükbaþ Hayvan;7120;46778,4;300,5
Van;Gürpýnar;SIÐIR (MELEZ);Büyükbaþ Hayvan;1604;10538,3;67,7
Van;Ýpekyolu;SIÐIR (MELEZ);Büyükbaþ Hayvan;9958;65424,1;420,3
Van;Muradiye;SIÐIR (MELEZ);Büyükbaþ Hayvan;14137;92880,1;596,7
Van;Özalp;SIÐIR (MELEZ);Büyükbaþ Hayvan;2788;18317,2;117,7
Van;Saray;SIÐIR (MELEZ);Büyükbaþ Hayvan;1817;11937,7;76,7
Van;Tuþba;SIÐIR (MELEZ);Büyükbaþ Hayvan;14237;93537,1;600,9
Van;Bahçesaray;SIÐIR (YERLÝ);Büyükbaþ Hayvan;609;3334,3;46282
Van;Baþkale;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2535;13879,1;74,3
Van;Çaldýran;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1635;8951,6;47,9
Van;Çatak;SIÐIR (YERLÝ);Büyükbaþ Hayvan;217;1188,1;46118
Van;Edremit;SIÐIR (YERLÝ);Büyükbaþ Hayvan;987;5403,8;46293
Van;Erciþ;SIÐIR (YERLÝ);Büyükbaþ Hayvan;4575;25048,1;134,1
Van;Gevaþ;SIÐIR (YERLÝ);Büyükbaþ Hayvan;540;2956,5;46249
Van;Gürpýnar;SIÐIR (YERLÝ);Büyükbaþ Hayvan;5646;30911,9;165,5
Van;Ýpekyolu;SIÐIR (YERLÝ);Büyükbaþ Hayvan;6330;34656,8;185,5
Van;Muradiye;SIÐIR (YERLÝ);Büyükbaþ Hayvan;2895;15850,1;84,9
Van;Özalp;SIÐIR (YERLÝ);Büyükbaþ Hayvan;3330;18231,8;97,6
Van;Saray;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1225;6706,9;35,9
Van;Tuþba;SIÐIR (YERLÝ);Büyükbaþ Hayvan;8955;49028,6;262,5
Van;Bahçesaray;KEÇÝ (KIL);Küçükbaþ Hayvan;8007;5845,1;46121
Van;Baþkale;KEÇÝ (KIL);Küçükbaþ Hayvan;13535;9880,6;46280
Van;Çaldýran;KEÇÝ (KIL);Küçükbaþ Hayvan;8141;5942,9;46151
Van;Çatak;KEÇÝ (KIL);Küçükbaþ Hayvan;28000;20440;32,8
Van;Edremit;KEÇÝ (KIL);Küçükbaþ Hayvan;7430;5423,9;46211
Van;Erciþ;KEÇÝ (KIL);Küçükbaþ Hayvan;13120;9577,6;46127
Van;Gevaþ;KEÇÝ (KIL);Küçükbaþ Hayvan;10820;7898,6;46215
Van;Gürpýnar;KEÇÝ (KIL);Küçükbaþ Hayvan;40532;29588,4;47,5
Van;Ýpekyolu;KEÇÝ (KIL);Küçükbaþ Hayvan;15729;11482,2;46130
Van;Muradiye;KEÇÝ (KIL);Küçükbaþ Hayvan;10934;7981,8;46246
Van;Özalp;KEÇÝ (KIL);Küçükbaþ Hayvan;6568;4794,6;46210
Van;Saray;KEÇÝ (KIL);Küçükbaþ Hayvan;4350;3175,5;46027
Van;Tuþba;KEÇÝ (KIL);Küçükbaþ Hayvan;10972;8009,6;46277
Van;Bahçesaray;KOYUN (YERLÝ);Küçükbaþ Hayvan;32285;35352,1;85,2
Van;Baþkale;KOYUN (YERLÝ);Küçükbaþ Hayvan;300100;328609,5;791,6
Van;Çaldýran;KOYUN (YERLÝ);Küçükbaþ Hayvan;215866;236373,3;569,4
Van;Çatak;KOYUN (YERLÝ);Küçükbaþ Hayvan;106394;116501,4;280,7
Van;Edremit;KOYUN (YERLÝ);Küçükbaþ Hayvan;81532;89277,5;215,1
Van;Erciþ;KOYUN (YERLÝ);Küçükbaþ Hayvan;303900;332770,5;801,7
Van;Gevaþ;KOYUN (YERLÝ);Küçükbaþ Hayvan;71300;78073,5;188,1
Van;Gürpýnar;KOYUN (YERLÝ);Küçükbaþ Hayvan;603063;660354;1590,8
Van;Ýpekyolu;KOYUN (YERLÝ);Küçükbaþ Hayvan;138372;151517,3;365
Van;Muradiye;KOYUN (YERLÝ);Küçükbaþ Hayvan;158850;173940,8;419
Van;Özalp;KOYUN (YERLÝ);Küçükbaþ Hayvan;230077;251934,3;606,9
Van;Saray;KOYUN (YERLÝ);Küçükbaþ Hayvan;161600;176952;426,3
Van;Tuþba;KOYUN (YERLÝ);Küçükbaþ Hayvan;69054;75614,1;182,2
Van;Bahçesaray;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Baþkale;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Çaldýran;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Çatak;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Edremit;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Erciþ;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Gevaþ;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Gürpýnar;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Ýpekyolu;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Muradiye;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Özalp;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Saray;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Tuþba;ET TAVUÐU;Kanatlý Hayvan;0;0;0
Van;Bahçesaray;HÝNDÝ;Kanatlý Hayvan;33;46054;0,3
Van;Baþkale;HÝNDÝ;Kanatlý Hayvan;1500;56,3;46036
Van;Çaldýran;HÝNDÝ;Kanatlý Hayvan;1325;49,7;46124
Van;Çatak;HÝNDÝ;Kanatlý Hayvan;520;46161;46269
Van;Edremit;HÝNDÝ;Kanatlý Hayvan;1200;45;46092
Van;Erciþ;HÝNDÝ;Kanatlý Hayvan;9300;348,8;87,2
Van;Gevaþ;HÝNDÝ;Kanatlý Hayvan;280;46152;46175
Van;Gürpýnar;HÝNDÝ;Kanatlý Hayvan;3600;135;33,8
Van;Ýpekyolu;HÝNDÝ;Kanatlý Hayvan;2312;86,7;46224
Van;Muradiye;HÝNDÝ;Kanatlý Hayvan;2225;83,4;46285
Van;Özalp;HÝNDÝ;Kanatlý Hayvan;2110;79,1;46253
Van;Saray;HÝNDÝ;Kanatlý Hayvan;500;46252;46207
Van;Tuþba;HÝNDÝ;Kanatlý Hayvan;4928;184,8;46,2
Van;Bahçesaray;KAZ;Kanatlý Hayvan;21;1;0,2
Van;Baþkale;KAZ;Kanatlý Hayvan;0;0;0
Van;Çaldýran;KAZ;Kanatlý Hayvan;467;46286;46147
Van;Çatak;KAZ;Kanatlý Hayvan;122;46208;46113
Van;Edremit;KAZ;Kanatlý Hayvan;200;46121;46083
Van;Erciþ;KAZ;Kanatlý Hayvan;1200;56,2;14
Van;Gevaþ;KAZ;Kanatlý Hayvan;155;46088;46235
Van;Gürpýnar;KAZ;Kanatlý Hayvan;300;14;46145
Van;Ýpekyolu;KAZ;Kanatlý Hayvan;409;46041;46238
Van;Muradiye;KAZ;Kanatlý Hayvan;480;46164;46178
Van;Özalp;KAZ;Kanatlý Hayvan;1548;72,4;46040
Van;Saray;KAZ;Kanatlý Hayvan;200;46121;46083
Van;Tuþba;KAZ;Kanatlý Hayvan;1054;49,3;46093
Van;Bahçesaray;ÖRDEK;Kanatlý Hayvan;25;46054;0,3
Van;Baþkale;ÖRDEK;Kanatlý Hayvan;198;46090;46083
Van;Çaldýran;ÖRDEK;Kanatlý Hayvan;655;46233;46210
Van;Çatak;ÖRDEK;Kanatlý Hayvan;50;46083;0,6
Van;Edremit;ÖRDEK;Kanatlý Hayvan;150;7;46235
Van;Erciþ;ÖRDEK;Kanatlý Hayvan;900;42,1;46152
Van;Gevaþ;ÖRDEK;Kanatlý Hayvan;58;46205;0,7
Van;Gürpýnar;ÖRDEK;Kanatlý Hayvan;590;46200;46271
Van;Ýpekyolu;ÖRDEK;Kanatlý Hayvan;622;46051;46088
Van;Muradiye;ÖRDEK;Kanatlý Hayvan;530;46258;46059
Van;Özalp;ÖRDEK;Kanatlý Hayvan;886;41,5;46122
Van;Saray;ÖRDEK;Kanatlý Hayvan;100;46207;46054
Van;Tuþba;ÖRDEK;Kanatlý Hayvan;864;40,4;46032
Van;Bahçesaray;YUMURTA TAVUÐU;Kanatlý Hayvan;5200;284,7;71,2
Van;Baþkale;YUMURTA TAVUÐU;Kanatlý Hayvan;4500;246,4;61,6
Van;Çaldýran;YUMURTA TAVUÐU;Kanatlý Hayvan;5345;292,6;73,2
Van;Çatak;YUMURTA TAVUÐU;Kanatlý Hayvan;9600;525,6;131,4
Van;Edremit;YUMURTA TAVUÐU;Kanatlý Hayvan;3400;186,2;46,5
Van;Erciþ;YUMURTA TAVUÐU;Kanatlý Hayvan;34100;1867;466,8
Van;Gevaþ;YUMURTA TAVUÐU;Kanatlý Hayvan;3700;202,6;50,7
Van;Gürpýnar;YUMURTA TAVUÐU;Kanatlý Hayvan;16000;876;219
Van;Ýpekyolu;YUMURTA TAVUÐU;Kanatlý Hayvan;5330;291,8;73
Van;Muradiye;YUMURTA TAVUÐU;Kanatlý Hayvan;2030;111,1;46261
Van;Özalp;YUMURTA TAVUÐU;Kanatlý Hayvan;17444;955,1;238,8
Van;Saray;YUMURTA TAVUÐU;Kanatlý Hayvan;4300;235,4;58,9
Van;Tuþba;YUMURTA TAVUÐU;Kanatlý Hayvan;292928;16037,8;4010,2
Yozgat;Aydýncýk;AT;Büyükbaþ Hayvan;10;54,8;0,3
Yozgat;Boðazlýyan;AT;Büyükbaþ Hayvan;20;109,5;0,6
Yozgat;Çandýr;AT;Büyükbaþ Hayvan;1;46147;0
Yozgat;Çayýralan;AT;Büyükbaþ Hayvan;12;65,7;0,4
Yozgat;Çekerek;AT;Büyükbaþ Hayvan;5;46139;0,1
Yozgat;Kadýþehri;AT;Büyükbaþ Hayvan;31;169,7;0,9
Yozgat;Merkez;AT;Büyükbaþ Hayvan;22;120,5;0,6
Yozgat;Saraykent;AT;Büyükbaþ Hayvan;2;11;0,1
Yozgat;Sarýkaya;AT;Büyükbaþ Hayvan;20;109,5;0,6
Yozgat;Þefaatli;AT;Büyükbaþ Hayvan;6;32,9;0,2
Yozgat;Sorgun;AT;Büyükbaþ Hayvan;57;312,1;46204
Yozgat;Yerköy;AT;Büyükbaþ Hayvan;1;46147;0
Yozgat;Akdaðmadeni;EÞEK;Büyükbaþ Hayvan;105;287,4;0,9
Yozgat;Aydýncýk;EÞEK;Büyükbaþ Hayvan;200;547,5;46235
Yozgat;Boðazlýyan;EÞEK;Büyükbaþ Hayvan;250;684,4;46055
Yozgat;Çandýr;EÞEK;Büyükbaþ Hayvan;40;109,5;0,4
Yozgat;Çayýralan;EÞEK;Büyükbaþ Hayvan;28;76,7;0,2
Yozgat;Çekerek;EÞEK;Büyükbaþ Hayvan;100;273,8;0,9
Yozgat;Kadýþehri;EÞEK;Büyükbaþ Hayvan;92;251,9;0,8
Yozgat;Merkez;EÞEK;Büyükbaþ Hayvan;210;574,9;46235
Yozgat;Saraykent;EÞEK;Büyükbaþ Hayvan;55;150,6;0,5
Yozgat;Sarýkaya;EÞEK;Büyükbaþ Hayvan;192;525,6;46204
Yozgat;Þefaatli;EÞEK;Büyükbaþ Hayvan;213;583,1;46266
Yozgat;Sorgun;EÞEK;Büyükbaþ Hayvan;386;1056,7;46115
Yozgat;Yenifakýlý;EÞEK;Büyükbaþ Hayvan;10;46139;0,1
Yozgat;Yerköy;EÞEK;Büyükbaþ Hayvan;40;109,5;0,4
Yozgat;Çayýralan;KATIR;Büyükbaþ Hayvan;8;35;0,2
Yozgat;Merkez;KATIR;Büyükbaþ Hayvan;2;46242;0
Yozgat;Sorgun;KATIR;Büyükbaþ Hayvan;3;46035;0,1
Yozgat;Yerköy;KATIR;Büyükbaþ Hayvan;1;46116;0
Yozgat;Akdaðmadeni;MANDA;Büyükbaþ Hayvan;559;4080,7;46203
Yozgat;Aydýncýk;MANDA;Büyükbaþ Hayvan;143;1043,9;46241
Yozgat;Boðazlýyan;MANDA;Büyükbaþ Hayvan;50;365;46205
Yozgat;Çayýralan;MANDA;Büyükbaþ Hayvan;123;897,9;46209
Yozgat;Çekerek;MANDA;Büyükbaþ Hayvan;414;3022,2;46225
Yozgat;Kadýþehri;MANDA;Büyükbaþ Hayvan;693;5058,9;37,9
Yozgat;Merkez;MANDA;Büyükbaþ Hayvan;1120;8176;61,3
Yozgat;Saraykent;MANDA;Büyükbaþ Hayvan;52;379,6;46236
Yozgat;Sarýkaya;MANDA;Büyükbaþ Hayvan;143;1043,9;46241
Yozgat;Þefaatli;MANDA;Büyükbaþ Hayvan;13;94,9;0,7
Yozgat;Sorgun;MANDA;Büyükbaþ Hayvan;739;5394,7;40,4
Yozgat;Yenifakýlý;MANDA;Büyükbaþ Hayvan;20;146;46023
Yozgat;Yerköy;MANDA;Büyükbaþ Hayvan;10;73;0,5
Yozgat;Akdaðmadeni;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;18926;172699,8;1386,8
Yozgat;Aydýncýk;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4997;45597,6;366,2
Yozgat;Boðazlýyan;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;7698;70244,3;564,1
Yozgat;Çandýr;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;1898;17319,3;139,1
Yozgat;Çayýralan;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;6175;56346,9;452,5
Yozgat;Çekerek;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;12764;116471,5;935,3
Yozgat;Kadýþehri;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;9587;87481,4;702,5
Yozgat;Merkez;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;19364;176696,5;1418,9
Yozgat;Saraykent;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;5410;49366,3;396,4
Yozgat;Sarýkaya;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;14000;127750;1025,9
Yozgat;Þefaatli;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;4980;45442,5;364,9
Yozgat;Sorgun;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;20955;191214,4;1535,5
Yozgat;Yenifakýlý;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;2284;20841,5;167,4
Yozgat;Yerköy;SIÐIR (KÜLTÜR);Büyükbaþ Hayvan;8580;78292,5;628,7
Yozgat;Akdaðmadeni;SIÐIR (MELEZ);Büyükbaþ Hayvan;13250;87052,5;559,2
Yozgat;Aydýncýk;SIÐIR (MELEZ);Büyükbaþ Hayvan;2473;16247,6;104,4
Yozgat;Boðazlýyan;SIÐIR (MELEZ);Büyükbaþ Hayvan;5063;33263,9;213,7
Yozgat;Çandýr;SIÐIR (MELEZ);Büyükbaþ Hayvan;183;1202,3;46210
Yozgat;Çayýralan;SIÐIR (MELEZ);Büyükbaþ Hayvan;1117;7338,7;47,1
Yozgat;Çekerek;SIÐIR (MELEZ);Büyükbaþ Hayvan;9460;62152,2;399,3
Yozgat;Kadýþehri;SIÐIR (MELEZ);Büyükbaþ Hayvan;7697;50569,3;324,9
Yozgat;Merkez;SIÐIR (MELEZ);Büyükbaþ Hayvan;12653;83130,2;534
Yozgat;Saraykent;SIÐIR (MELEZ);Büyükbaþ Hayvan;3243;21306,5;136,9
Yozgat;Sarýkaya;SIÐIR (MELEZ);Büyükbaþ Hayvan;7390;48552,3;311,9
Yozgat;Þefaatli;SIÐIR (MELEZ);Büyükbaþ Hayvan;3343;21963,5;141,1
Yozgat;Sorgun;SIÐIR (MELEZ);Büyükbaþ Hayvan;10842;71231,9;457,6
Yozgat;Yenifakýlý;SIÐIR (MELEZ);Büyükbaþ Hayvan;1300;8541;54,9
Yozgat;Yerköy;SIÐIR (MELEZ);Büyükbaþ Hayvan;9340;61363,8;394,2
Yozgat;Akdaðmadeni;SIÐIR (YERLÝ);Büyükbaþ Hayvan;3316;18155,1;97,2
Yozgat;Aydýncýk;SIÐIR (YERLÝ);Büyükbaþ Hayvan;728;3985,8;46102
Yozgat;Boðazlýyan;SIÐIR (YERLÝ);Büyükbaþ Hayvan;1595;8732,6;46,8
Yozgat;Çayýralan;SIÐIR (YERLÝ);Büyükbaþ Hayvan;30;164,3;0,9
Yozgat;Çekerek;SIÐIR (YERLÝ);Büyükbaþ Hayvan;3305;18094,9;96,9
