bolgeler;il;ilce;biyometanizasyona_uygun_belediye_atiklarim_miktari_ton_yil;yakmaya_uygun_belediye_atiklari_miktari_ton_yil;biyometanizasyona_uygun_belediye_atiklari_enerji_esdegeri_tep_yil;yakmaya_uygun_belediye_tiklari_enerji_esdegeri_tep_yil;biyometanizasyona_ve_yakmaya_uygun_toplam_enerjiesdegeri_tep_yil
Güneydoðu Anadolu Bölgesi;Þanlýurfa;Karaköprü;25695,5;31405,7;828,7;5339,9;6168,6
Ege Bölgesi;Uþak;Banaz;6930,1;8470,2;223,5;1186;1409,5
Ege Bölgesi;Uþak;Eþme;6655,6;8134,6;214,6;1139,1;1353,7
Ege Bölgesi;Uþak;Karahallý;1992,4;2435,1;64,3;341;405,3
Ege Bölgesi;Uþak;Ulubey;2468,3;3016,8;79,6;422,4;502
Ege Bölgesi;Uþak;Merkez;48021,9;58693,5;1548,7;8218,6;9767,3
Ege Bölgesi;Uþak;Sivaslý;3954,1;4832,8;127,5;676,7;804,2
Doðu Anadolu Bölgesi;Van;Baþkale;6904,3;8438,6;222,7;1434,8;1657,5
Doðu Anadolu Bölgesi;Van;Erciþ;22773,3;27834,1;734,4;4732,6;5467
Doðu Anadolu Bölgesi;Van;Gevaþ;3760,7;4596,4;121,3;781,5;902,8
Doðu Anadolu Bölgesi;Van;Gürpýnar;4686,1;5727,5;151,1;973,8;1124,9
Doðu Anadolu Bölgesi;Van;Muradiye;6529;7979,9;210,6;1356,8;1567,4
Doðu Anadolu Bölgesi;Van;Özalp;8644,1;10565,1;278,8;1796,4;2075,2
Doðu Anadolu Bölgesi;Van;Edremit;16541,2;20217;533,5;3437,5;3971
Doðu Anadolu Bölgesi;Van;Çatak;2751,1;3362,5;88,7;571,7;660,4
Doðu Anadolu Bölgesi;Van;Çaldýran;8279,9;10119,9;267;1720,7;1987,7
Doðu Anadolu Bölgesi;Van;Bahçesaray;1921,3;2348,3;62;399,3;461,3
Doðu Anadolu Bölgesi;Van;Saray;2752,7;3364,4;88,8;572,1;660,9
Doðu Anadolu Bölgesi;Van;Ýpekyolu;41028,9;50146,4;1323,2;8526,4;9849,6
Doðu Anadolu Bölgesi;Van;Tuþba;21092,6;25779,8;680,2;4383,4;5063,6
Ýç Anadolu Bölgesi;Yozgat;Boðazlýyan;5043,9;6164,8;162,7;863,2;1025,9
Ýç Anadolu Bölgesi;Yozgat;Çekerek;2924,9;3574,8;94,3;500,6;594,9
Ýç Anadolu Bölgesi;Yozgat;Çayýralan;1997,4;2441,3;64,4;341,8;406,2
Ýç Anadolu Bölgesi;Yozgat;Sarýkaya;4879,7;5964,1;157,4;835,1;992,5
Ýç Anadolu Bölgesi;Yozgat;Aydýncýk;1538,4;1880,3;49,6;263,3;312,9
Ýç Anadolu Bölgesi;Yozgat;Merkez;15546,3;19001;501,4;2660,6;3162
Ýç Anadolu Bölgesi;Yozgat;Akdaðmadeni;6344,5;7754,4;204,6;1085,8;1290,4
Ýç Anadolu Bölgesi;Yozgat;Yerköy;5256,8;6425;169,5;899,7;1069,2
Ýç Anadolu Bölgesi;Yozgat;Þefaatli;2237,3;2734,5;72,2;382,9;455,1
Ýç Anadolu Bölgesi;Yozgat;Çandýr;679,6;830,6;46286;116,3;46402,3
Ýç Anadolu Bölgesi;Yozgat;Sorgun;11724,6;14330,1;378,1;2006,6;2384,7
Ýç Anadolu Bölgesi;Yozgat;Kadýþehri;1731,9;2116,8;55,9;296,4;352,3
Ýç Anadolu Bölgesi;Yozgat;Yenifakýlý;818,7;1000,6;46138;140,1;46278,1
Ýç Anadolu Bölgesi;Yozgat;Saraykent;2098,8;2565,2;67,7;359,2;426,9
Karadeniz Bölgesi;Zonguldak;Çaycuma;13536,2;16544,2;436,5;2316,6;2753,1
Karadeniz Bölgesi;Zonguldak;Ereðli;25958,8;31727,4;837,2;4442,6;5279,8
Karadeniz Bölgesi;Zonguldak;Devrek;8505,9;10396;274,3;1455,7;1730
Karadeniz Bölgesi;Zonguldak;Gökçebey;3201,2;3912,5;103,2;547,9;651,1
Karadeniz Bölgesi;Zonguldak;Alaplý;6546,6;8001,4;211,1;1120,4;1331,5
Karadeniz Bölgesi;Zonguldak;Merkez;18528,2;22645,6;597,5;3171;3768,5
Karadeniz Bölgesi;Zonguldak;Kilimli;5221,6;6382;168,4;893,6;1062
Karadeniz Bölgesi;Zonguldak;Kozlu;7151,9;8741,2;230,6;1224;1454,6
Ýç Anadolu Bölgesi;Aksaray;Merkez;43660,3;53362,5;1408;7472,1;8880,1
Ýç Anadolu Bölgesi;Aksaray;Ortaköy;4804,9;5872,7;155;822,3;977,3
Ýç Anadolu Bölgesi;Aksaray;Sarýyahþi;1005,4;1228,8;32,4;172,1;204,5
Ýç Anadolu Bölgesi;Aksaray;Aðaçören;1229,9;1503,2;39,7;210,5;250,2
Ýç Anadolu Bölgesi;Aksaray;Güzelyurt;1738,6;2124,9;56,1;297,5;353,6
Ýç Anadolu Bölgesi;Aksaray;Gülaðaç;2942,2;3596;94,9;503,5;598,4
Ýç Anadolu Bölgesi;Aksaray;Eskil;3939,2;4814,6;127;674,2;801,2
Ýç Anadolu Bölgesi;Aksaray;Sultanhaný;1608,9;1966,5;51,9;275,4;327,3
Karadeniz Bölgesi;Bayburt;Merkez;9850;12038,9;317,7;1685,8;2003,5
Karadeniz Bölgesi;Bayburt;Demirözü;1279,7;1564,1;41,3;219;260,3
Karadeniz Bölgesi;Bayburt;Aydýntepe;1032,4;1261,8;33,3;176,7;210
Ýç Anadolu Bölgesi;Karaman;Ermenek;4262,1;5209,2;137,5;729,4;866,9
Ýç Anadolu Bölgesi;Karaman;Merkez;28680,7;35054,2;925;4908,5;5833,5
Ýç Anadolu Bölgesi;Karaman;Kazýmkarabekir;651,5;796,2;21;111,5;132,5
Ýç Anadolu Bölgesi;Karaman;Baþyayla;549,5;671,6;46220;94;46314
Ýç Anadolu Bölgesi;Karaman;Ayrancý;1232,6;1506,5;39,8;210,9;250,7
Ýç Anadolu Bölgesi;Karaman;Sarýveliler;1862,7;2276,7;60,1;318,8;378,9
Ýç Anadolu Bölgesi;Kýrýkkale;Delice;1480,8;1809,8;47,8;253,4;301,2
Ýç Anadolu Bölgesi;Kýrýkkale;Keskin;2681,4;3277,3;86,5;458,9;545,4
Ýç Anadolu Bölgesi;Kýrýkkale;Merkez;29069;35528,8;937,5;4974,9;5912,4
Ýç Anadolu Bölgesi;Kýrýkkale;Sulakyurt;1261,1;1541,3;40,7;215,8;256,5
Ýç Anadolu Bölgesi;Kýrýkkale;Balýþeyh;1067,4;1304,7;34,4;182,7;217,1
Ýç Anadolu Bölgesi;Kýrýkkale;Yahþihan;4628,1;5656,6;149,3;792,1;941,4
Ýç Anadolu Bölgesi;Kýrýkkale;Çelebi;447;546,4;46126;76,5;46202,5
Ýç Anadolu Bölgesi;Kýrýkkale;Karakeçili;563,2;688,4;46071;96,4;46167,4
Ýç Anadolu Bölgesi;Kýrýkkale;Bahþýlý;1168,9;1428,6;37,7;200;237,7
Güneydoðu Anadolu Bölgesi;Batman;Merkez;58749,7;71805,2;1894,7;10054,5;11949,2
Güneydoðu Anadolu Bölgesi;Batman;Beþiri;4000,5;4889,5;129;684,6;813,6
Güneydoðu Anadolu Bölgesi;Batman;Gercüþ;2691,6;3289,7;86,8;460,6;547,4
Güneydoðu Anadolu Bölgesi;Batman;Kozluk;8072,8;9866,8;260,3;1381,6;1641,9
Güneydoðu Anadolu Bölgesi;Batman;Hasankeyf;883,5;1079,9;46170;151,2;46321,2
Güneydoðu Anadolu Bölgesi;Batman;Sason;4324;5284,9;139,4;740;879,4
Güneydoðu Anadolu Bölgesi;Þýrnak;Beytüþþebap;2263,6;2766,7;73;387,4;460,4
Güneydoðu Anadolu Bölgesi;Þýrnak;Cizre;18806,5;22985,7;606,5;3218,6;3825,1
Güneydoðu Anadolu Bölgesi;Þýrnak;Ýdil;10055,1;12289,6;324,3;1720,9;2045,2
Güneydoðu Anadolu Bölgesi;Þýrnak;Uludere;6049,7;7394;195,1;1035,3;1230,4
Güneydoðu Anadolu Bölgesi;Þýrnak;Güçlükonak;1720,2;2102,4;55,5;294,4;349,9
Güneydoðu Anadolu Bölgesi;Þýrnak;Merkez;12276,8;15005;395,9;2101,1;2497
Güneydoðu Anadolu Bölgesi;Þýrnak;Silopi;17706,7;21641,5;571;3030,4;3601,4
Karadeniz Bölgesi;Bartýn;Merkez;22915,2;28007,5;739;3921,8;4660,8
Karadeniz Bölgesi;Bartýn;Kurucaþile;1016,1;1242;32,8;173,9;206,7
Karadeniz Bölgesi;Bartýn;Ulus;3301,4;4035;106,5;565;671,5
Karadeniz Bölgesi;Bartýn;Amasra;2184,3;2669,7;70,4;373,8;444,2
Doðu Anadolu Bölgesi;Ardahan;Merkez;5548,5;6781,5;178,9;949,6;1128,5
Doðu Anadolu Bölgesi;Ardahan;Çýldýr;1292,1;1579,2;41,7;221,1;262,8
Doðu Anadolu Bölgesi;Ardahan;Göle;3309,6;4045;106,7;566,4;673,1
Doðu Anadolu Bölgesi;Ardahan;Hanak;1189,7;1454,1;38,4;203,6;242
Doðu Anadolu Bölgesi;Ardahan;Posof;894,2;1092,9;46262;153;46415
Doðu Anadolu Bölgesi;Ardahan;Damal;762,4;931,8;46197;130,5;46327,5
Doðu Anadolu Bölgesi;Iðdýr;Aralýk;2800,3;3422,5;90,3;479,2;569,5
Doðu Anadolu Bölgesi;Iðdýr;Merkez;18082,3;22100,6;583,2;3094,6;3677,8
Doðu Anadolu Bölgesi;Iðdýr;Karakoyunlu;1835,9;2243,9;59,2;314,2;373,4
Doðu Anadolu Bölgesi;Iðdýr;Tuzluca;3227,2;3944,3;104,1;552,3;656,4
Marmara Bölgesi;Yalova;Altýnova;5379;6574,4;173,5;920,6;1094,1
Marmara Bölgesi;Yalova;Armutlu;1833,9;2241,4;59,1;313,8;372,9
Marmara Bölgesi;Yalova;Çýnarcýk;6492,5;7935,3;209,4;1111,1;1320,5
Marmara Bölgesi;Yalova;Çiftlikköy;7451,6;9107,5;240,3;1275,3;1515,6
Marmara Bölgesi;Yalova;Termal;1292,6;1579,8;41,7;221,2;262,9
Marmara Bölgesi;Yalova;Merkez;27513,9;33628,1;887,3;4708,8;5596,1
Karadeniz Bölgesi;Karabük;Eflani;1343,4;1642;43,3;229,9;273,2
Karadeniz Bölgesi;Karabük;Merkez;19511,3;23847,1;629,2;3339,2;3968,4
Karadeniz Bölgesi;Karabük;Ovacýk;751,7;918,7;46077;128,6;46205,6
Karadeniz Bölgesi;Karabük;Safranbolu;9910,5;12112,8;319,6;1696,1;2015,7
Karadeniz Bölgesi;Karabük;Yenice;3196,7;3907,1;103,1;547,1;650,2
Karadeniz Bölgesi;Karabük;Eskipazar;1949,1;2382,2;62,9;333,6;396,5
Güneydoðu Anadolu Bölgesi;Kilis;Merkez;17915,1;21896,2;577,8;3066;3643,8
Güneydoðu Anadolu Bölgesi;Kilis;Musabeyli;2257,3;2758,9;72,8;386,3;459,1
Güneydoðu Anadolu Bölgesi;Kilis;Elbeyli;1007,6;1231,5;32,5;172,4;204,9
Güneydoðu Anadolu Bölgesi;Kilis;Polateli;827,7;1011,6;46229;141,7;46370,7
Akdeniz Bölgesi;Osmaniye;Bahçe;3287,9;4018,6;106;562,7;668,7
Akdeniz Bölgesi;Osmaniye;Kadirli;18338,1;22413,3;591,4;3138,4;3729,8
Akdeniz Bölgesi;Osmaniye;Merkez;39080,9;47765,6;1260,4;6688,4;7948,8
Akdeniz Bölgesi;Osmaniye;Hasanbeyli;789,5;965;46167;135,1;46302,1
Akdeniz Bölgesi;Osmaniye;Sumbas;2115,1;2585,1;68,2;362;430,2
Akdeniz Bölgesi;Osmaniye;Toprakkale;2975,3;3636,4;96;509,2;605,2
Akdeniz Bölgesi;Osmaniye;Düziçi;12413;15171,5;400,3;2124,4;2524,7
Karadeniz Bölgesi;Düzce;Akçakoca;5742,4;7018,5;185,2;982,8;1168
Karadeniz Bölgesi;Düzce;Merkez;35571,6;43476,4;1147,2;6087,8;7235
Karadeniz Bölgesi;Düzce;Çilimli;2995,8;3661,6;96,6;512,7;609,3
Karadeniz Bölgesi;Düzce;Gümüþova;2313;2827;74,6;395,9;470,5
Karadeniz Bölgesi;Düzce;Kaynaþlý;3070,6;3753;99;525,5;624,5
Karadeniz Bölgesi;Düzce;Yýðýlca;2429,1;2968,9;78,3;415,7;494
Karadeniz Bölgesi;Düzce;Gölyaka;3008,7;3677,3;97;514,9;611,9
Karadeniz Bölgesi;Düzce;Cumayeri;2201,9;2691,2;71;376,8;447,8
